PollingPlaceNm,GreensVotes,TotalVotes,GreensPercentage,DivisionNm,LegCo,LocalCouncil,PremisesAddress,PremisesNm,Latitude,Longitude
Lindisfarne Village,320,1394,23.0,Franklin,Pembroke,Clarence City,"37A Lincoln St, LINDISFARNE 7015",Lindisfarne Citizens Activities Centre,-42.847111,147.355308
Maranoa Heights,135,1008,13.4,Franklin,Nelson,Kingborough,"150 Redwood Rd, KINGSTON 7050",Southern Christian College,-42.9896,147.309
Margate,341,1531,22.3,Franklin,Huon,Kingborough,"7 Van Morey Rd, MARGATE 7054",Margate Primary School,-43.028671,147.261676
Middleton,70,282,24.8,Franklin,Huon,Kingborough,"25 McDowall St, MIDDLETON 7163",South Channel Community Centre,-43.2311,147.256
Montagu Bay,274,1088,25.2,Franklin,Pembroke,Clarence City,"10 Conara Rd, MONTAGU BAY 7018",Montagu Bay Primary School,-42.8646,147.353
Mornington,88,619,14.2,Franklin,Pembroke,Clarence City,"400 Cambridge Rd, MORNINGTON 7018",Citywide Baptist Church,-42.856351,147.401753
Mountain River,112,496,22.6,Franklin,Huon,Huon Valley,"263 Mountain River Rd, MOUNTAIN RIVER 7109",Mountain River Memorial Hall,-42.9614,147.109
Ranelagh,150,932,16.1,Franklin,Huon,Huon Valley,"40 Marguerite St, RANELAGH 7109",Ranelagh Memorial Hall,-43.0086,147.039
Risdon Vale,106,1163,9.1,Franklin,Rumney,Clarence City,"2 Heather Rd, RISDON VALE 7016",Risdon Vale Primary School,-42.8131,147.354
Rokeby,148,1335,11.1,Franklin,Rumney,Clarence City,"73 Burtonia St, ROKEBY 7019",Rokeby Primary School,-42.898953,147.433723
Sandfly (Franklin),177,691,25.6,Franklin,Huon,Kingborough,"811 Sandfly Rd, SANDFLY 7150",Sandfly Hall,-42.985,147.196
Sandford,401,1424,28.2,Franklin,Rumney,Clarence City,"949 South Arm Rd, SANDFORD 7020",Sandford Hall,-42.9402,147.495
Seven Mile Beach,173,820,21.1,Franklin,Rumney,Clarence City,"78 Surf Rd, SEVEN MILE BEACH 7170",Ramada Resort By Wyndham Seven Mile Beach,-42.8526,147.511
Snug,256,1028,24.9,Franklin,Huon,Kingborough,"2208 Channel Hwy, SNUG 7054",Snug Primary School,-43.0664,147.255
South Arm,178,679,26.2,Franklin,Rumney,Clarence City,"32 Harmony Lane, SOUTH ARM 7022",South Arm Primary School,-43.0264,147.421
Southport,24,139,17.3,Franklin,Huon,Huon Valley,"8606 Huon Hwy, SOUTHPORT 7109",Southport Community Centre,-43.418985,146.959638
Tranmere,291,1716,17.0,Franklin,Pembroke,Clarence City,"27 Tranmere Rd, HOWRAH 7018",Tranmere Hall,-42.8911,147.409
Warrane,243,1455,16.7,Franklin,Pembroke,Clarence City,"213 Cambridge Rd, WARRANE 7018",Warrane Primary School,-42.86115,147.38256
Woodbridge,156,377,41.4,Franklin,Huon,Kingborough,"3445 Channel Hwy, WOODBRIDGE 7162",Woodbridge Hall,-43.1601,147.239
Avoca,10,129,7.8,Lyons,McIntyre,Northern Midlands,"3 Falmouth St, AVOCA 7213",Avoca War Memorial Hall,-41.782499,147.719216
Bagdad,38,700,5.4,Lyons,Prosser,Southern Midlands,"46 School Rd, BAGDAD 7030",Bagdad Primary School,-42.6249,147.223
Bicheno,119,500,23.8,Lyons,Prosser,Glamorgan-Spring Bay,"78 Burgess St, BICHENO 7215",Bicheno War Memorial Hall,-41.8743,148.3003
Bothwell,12,287,4.2,Lyons,Derwent,Central Highlands,"19 Alexander St, BOTHWELL 7030",Bothwell Council Chambers,-42.3819,147.006
Bracknell,25,378,6.6,Lyons,McIntyre,Meander Valley,"Louisa St, BRACKNELL 7302",Bracknell War Memorial Hall,-41.6512,146.943
Bridgewater,91,1719,5.3,Lyons,Derwent,Brighton,"25 Green Point Rd, BRIDGEWATER 7030",Brighton Civic Centre,-42.739164,147.243512
Brighton,123,1898,6.5,Lyons,Derwent,Brighton,"27 Downie St, BRIGHTON 7030",Brighton Primary School,-42.6991,147.258
Broadmarsh,16,207,7.7,Lyons,Prosser,Southern Midlands,"1218 Elderslie Rd, BROADMARSH 7030",Broadmarsh Hall,-42.6567,147.126
Campania,41,535,7.7,Lyons,Prosser,Southern Midlands,"45 Reeve St, CAMPANIA 7026",Campania Hall,-42.667109,147.421053
Campbell Town,59,585,10.1,Lyons,Prosser,Northern Midlands,"75 High St, CAMPBELL TOWN 7210",Campbell Town Town Hall,-41.926995,147.494438
Carlton,41,167,24.6,Lyons,Prosser,Sorell,"41-55 Bally Park Rd, DODGES FERRY 7173",Blue Lagoon Christian Camp,-42.862267,147.614915
Carrick,38,617,6.2,Lyons,McIntyre,Meander Valley,"29 Meander Valley Rd, CARRICK 7291",Carrick Public Hall,-41.530917,147.011259
Chudleigh,32,262,12.2,Lyons,McIntyre,Meander Valley,"54 Sorell St, CHUDLEIGH 7304",Chudleigh Memorial Hall,-41.557239,146.481292
Claude Road,56,386,14.5,Lyons,Montgomery,Kentish,"787 Claude Rd, CLAUDE ROAD 7306",Claude Road Memorial Hall,-41.4343,146.275
Colebrook,12,165,7.3,Lyons,Prosser,Southern Midlands,"45 Richmond St, COLEBROOK 7027",Colebrook Memorial Hall,-42.533165,147.362604
Coles Bay,50,149,33.6,Lyons,Prosser,Glamorgan-Spring Bay,"60 Harold St, COLES BAY 7215",Coles Bay Community Hall,-42.1249,148.286
Copping,56,205,27.3,Lyons,Prosser,Sorell,"69 Allanby St, COPPING 7174",Copping Hall,-42.819982,147.802747
Cressy,33,621,5.3,Lyons,McIntyre,Northern Midlands,"67 Main St, CRESSY 7302",Cressy Community Hall,-41.685476,147.080745
Deloraine,210,1474,14.2,Lyons,McIntyre,Meander Valley,"East Barrack St, DELORAINE 7304",Deloraine High School Hall,-41.52917,146.66111
Dodges Ferry,317,1302,24.3,Lyons,Prosser,Sorell,"532 Old Forcett Rd, DODGES FERRY 7173",Dodges Ferry Community Recreation Centre,-42.8485,147.624
Dromedary,31,358,8.7,Lyons,Derwent,Brighton,"14 Millvale Rd, DROMEDARY 7030",Dromedary (Millvale) Community Hall,-42.7282,147.179
Dunalley,48,314,15.3,Lyons,Prosser,Sorell,"5 Franklin St, DUNALLEY 7177",Dunalley Community Hall,-42.887008,147.812638
Elizabeth Town,22,236,9.3,Lyons,McIntyre,Meander Valley,"6173 Bass Hwy, ELIZABETH TOWN 7304",Ashgrove Cheese Dairy Door,-41.429873,146.557049
Epping Forest,3,131,2.3,Lyons,McIntyre,Northern Midlands,"13517 Midland Hwy, EPPING FOREST 7211",Epping Hall,-41.758076,147.349062
Evandale,104,745,14.0,Lyons,McIntyre,Northern Midlands,"5-11 Barclay St, EVANDALE 7212",Evandale Primary School,-41.5672,147.247
Fingal,19,223,8.5,Lyons,McIntyre,Break O'Day,"20 Talbot St, FINGAL 7214",Fingal Neighbourhood House,-41.638599,147.970926
Forcett,55,380,14.5,Lyons,Prosser,Sorell,"699 Arthur Hwy, FORCETT 7173",Forcett Public Hall,-42.806209,147.631863
Gagebrook,43,767,5.6,Lyons,Derwent,Brighton,"2 Lamprill Circle, HERDSMANS COVE 7030",Herdsmans Cove Primary School,-42.748887,147.263868
Glenora,21,276,7.6,Lyons,Derwent,Derwent Valley,"620 Gordon River Rd, GLENORA 7140",Glenora District High School,-42.6969,146.889
Granton,45,666,6.8,Lyons,Derwent,Derwent Valley,"1 Lyell Hwy, GRANTON 7030",Granton Memorial Hall,-42.7498,147.224
Hadspen,79,1018,7.8,Lyons,Launceston,Meander Valley,"1A Clare St, HADSPEN 7290",Hadspen Memorial Centre,-41.504103,147.06161
Hagley,15,260,5.8,Lyons,McIntyre,Meander Valley,"2508 Meander Valley Rd, HAGLEY 7292",Hagley Farm Primary School,-41.526508,146.903129
Kempton,17,305,5.6,Lyons,Prosser,Southern Midlands,"89 Main St, KEMPTON 7030",Kempton Memorial Hall,-42.531821,147.200647
Lachlan,42,435,9.7,Lyons,Derwent,Derwent Valley,"511 Lachlan Rd, LACHLAN 7140",Lachlan Community Hall,-42.8304,147.043
Longford,119,1676,7.1,Lyons,McIntyre,Northern Midlands,"53 Wellington St, LONGFORD 7301",Longford War Memorial Hall,-41.59314,147.121997
Lower Barrington,50,558,9.0,Lyons,Montgomery,Kentish,"1027 Sheffield Rd, LOWER BARRINGTON 7306",Lower Barrington Public Hall,-41.291,146.291
Magra,28,512,5.5,Lyons,Derwent,Derwent Valley,"377 Back River Rd, MAGRA 7140",Magra CWA Building,-42.7559,147.054
Meander,43,233,18.5,Lyons,McIntyre,Meander Valley,"137 Main Rd, MEANDER 7304",Meander Primary School,-41.653057,146.611604
Midway Point,136,939,14.5,Lyons,Rumney,Sorell,"34 Raynors Rd, MIDWAY POINT 7171",Midway Point Community Hall,-42.7997,147.533
Miena,13,158,8.2,Lyons,Derwent,Central Highlands,"55-57 Cider Gum Rd, MIENA 7030",Miena Community Centre,-41.9937,146.708
Mole Creek,36,253,14.2,Lyons,McIntyre,Meander Valley,"4 Caveside Rd, MOLE CREEK 7304",Mole Creek Primary School,-41.557472,146.406501
Molesworth,42,312,13.5,Lyons,Derwent,Derwent Valley,"560 Molesworth Rd, MOLESWORTH 7140",Molesworth Community Hall,-42.80423,147.161093
New Norfolk,196,1724,11.4,Lyons,Derwent,Derwent Valley,"8 Pioneer Ave, NEW NORFOLK 7140",New Norfolk Primary School,-42.7793,147.064
New Norfolk North,69,1037,6.7,Lyons,Derwent,Derwent Valley,"211 Back River Rd, NEW NORFOLK 7140",Fairview Primary School,-42.774251,147.04917
Nubeena,114,577,19.8,Lyons,Prosser,Tasman,"1634 Main Rd, NUBEENA 7184",Nubeena CWA Hall,-43.098072,147.742474
Oatlands,37,586,6.3,Lyons,Prosser,Southern Midlands,"27 Church St, OATLANDS 7120",Oatlands District High School,-42.301506,147.371821
Old Beach,156,1420,11.0,Lyons,Rumney,Brighton,"86 Jetty Rd, OLD BEACH 7017",Old Beach Community Centre,-42.77427,147.26576
Orford,50,417,12.0,Lyons,Prosser,Glamorgan-Spring Bay,"35 Charles st, ORFORD 7190",Orford Primary School,-42.563502,147.87386
Ouse,4,281,1.4,Lyons,Derwent,Central Highlands,"6947 Lyell Hwy, OUSE 7140",Ouse Online Centre,-42.485288,146.711018
Perth,143,1654,8.6,Lyons,McIntyre,Northern Midlands,"173 Fairtlough St, PERTH 7300",Perth Community Centre,-41.5725,147.173
Pontville,46,650,7.1,Lyons,Prosser,Brighton,"371 Brighton Rd, PONTVILLE 7030",Pontville Old Council Chambers,-42.683895,147.265554
Primrose Sands,55,444,12.4,Lyons,Prosser,Sorell,"570 Primrose Sands Rd, PRIMROSE SANDS 7173",Primrose Sands Community Hall,-42.892403,147.671829
Prospect (Lyons),97,1148,8.4,Lyons,Rosevears,Launceston City,"282 Westbury Rd, PROSPECT 7250",St Patrick's College,-41.472,147.126
Prospect Vale,68,895,7.6,Lyons,Launceston,Meander Valley,"12 Casino Rise, PROSPECT VALE 7250",Residential Retirement Village Clubrooms,-41.4782,147.11
Railton,29,594,4.9,Lyons,McIntyre,Kentish,"94 Foster St, RAILTON 7305",Sheffield School - Railton Campus,-41.3526,146.414
Richmond,149,772,19.3,Lyons,Rumney,Clarence City,"Commercial Rd, RICHMOND 7025",Richmond Primary School,-42.739282,147.437988
Ross,20,267,7.5,Lyons,Prosser,Northern Midlands,"12 Bridge St, ROSS 7209",Ross Town Hall,-42.031409,147.492498
Scamander,62,304,20.4,Lyons,McIntyre,Break O'Day,"1 Old Coach Rd, SCAMANDER 7215",Scamander Sports Complex,-41.454218,148.26009
Sheffield,80,864,9.3,Lyons,Montgomery,Kentish,"12 Henry St, SHEFFIELD 7306",Sheffield School,-41.380689,146.330316
Sorell,170,1468,11.6,Lyons,Prosser,Sorell,"47 Cole St, SORELL 7172",Sorell Memorial Hall,-42.780612,147.560628
Sorell South,28,136,20.6,Lyons,Prosser,Sorell,"41 Gordon St, SORELL 7172",Sorell School,-42.7859,147.561
St Helens,103,660,15.6,Lyons,McIntyre,Break O'Day,"39 Cecilia St, ST HELENS 7216",St Helens Memorial Hall,-41.322629,148.249351
St Marys,73,418,17.5,Lyons,McIntyre,Break O'Day,"23 Main St, ST MARYS 7215",St Marys Community Hall,-41.57969,148.18531
Summerhill (Lyons),20,288,6.9,Lyons,Rosevears,Launceston City,"82-84 Stanley St, SUMMERHILL 7250",Summerdale Community Hall,-41.467659,147.130022
Swansea,67,705,9.5,Lyons,Prosser,Glamorgan-Spring Bay,"12 Franklin St, SWANSEA 7190",Swansea Town Hall,-42.1245,148.077
Taranna,82,331,24.8,Lyons,Prosser,Tasman,"Gourlay Rd, TARANNA 7180",Tasman Peninsula Community Centre,-43.037984,147.867522
Tea Tree,20,250,8.0,Lyons,Prosser,Brighton,"Briar Banks Rd, TEA TREE 7017",Tea Tree Community Hall,-42.689533,147.323592
Triabunna,35,530,6.6,Lyons,Prosser,Glamorgan-Spring Bay,"3 Vicary St, TRIABUNNA 7190",Triabunna Hall,-42.50822,147.910384
Tunnack,8,254,3.1,Lyons,Prosser,Southern Midlands,"2147 Tunnack Rd, TUNNACK 7120",Tunnack Public Hall,-42.456521,147.461779
Westbury,92,972,9.5,Lyons,McIntyre,Meander Valley,"26 Lyall St, WESTBURY 7303",Westbury Town Hall,-41.528106,146.83102
Westerway,42,314,13.4,Lyons,Derwent,Derwent Valley,"1619 Gordon River Rd, WESTERWAY 7140",Westerway Primary School,-42.6775,146.787
Wilmot,33,179,18.4,Lyons,Montgomery,Kentish,"61 Main St, WILMOT 7310",Wilmot Primary School,-41.386919,146.175659
