PollingPlaceNm,GreensVotes,TotalVotes,GreensPercentage,DivisionNm,LegCo,LocalCouncil,PremisesAddress,PremisesNm,Latitude,Longitude
Maranoa Heights,202,1579,12.8,Franklin,Nelson,Kingborough,"150 Redwood Rd, KINGSTON 7050",Southern Christian College,-42.9896,147.309
Margate,395,2075,19.0,Franklin,Huon,Kingborough,"1744 Channel Hwy, MARGATE 7054",Margate Hall,-43.029,147.263
Middleton,60,292,20.5,Franklin,Huon,Kingborough,"25 McDowall St, MIDDLETON 7163",South Channel Community Centre,-43.2311,147.256
Montagu Bay,202,1142,17.7,Franklin,Pembroke,Clarence City,"10 Conara Rd, MONTAGU BAY 7018",Montagu Bay Primary School,-42.8646,147.353
Mornington,80,724,11.0,Franklin,Pembroke,Clarence City,"400 Cambridge Rd, MORNINGTON 7018",Citywide Baptist Church,-42.856351000000004,147.401753
Mountain River,134,662,20.2,Franklin,Huon,Huon Valley,"263 Mountain River Rd, MOUNTAIN RIVER 7109",Mountain River Memorial Hall,-42.9614,147.109
Ranelagh,152,1057,14.4,Franklin,Huon,Huon Valley,"40 Marguerite St, RANELAGH 7109",Ranelagh Memorial Hall,-43.0086,147.039
Risdon Vale,76,1226,6.2,Franklin,Rumney,Clarence City,"2 Heather Rd, RISDON VALE 7016",Risdon Vale Primary School,-42.8131,147.354
Rokeby,125,1526,8.2,Franklin,Rumney,Clarence City,"73 Burtonia St, ROKEBY 7019",Rokeby Primary School,-42.898953000000006,147.433723
Sandfly (Franklin),184,801,23.0,Franklin,Huon,Kingborough,"811 Sandfly Rd, SANDFLY 7150",Sandfly Hall,-42.985,147.196
Sandford,302,1388,21.8,Franklin,Rumney,Clarence City,"949 South Arm Rd, SANDFORD 7020",Sandford Hall,-42.9402,147.495
Seven Mile Beach,175,867,20.2,Franklin,Rumney,Clarence City,"78 Surf Rd, SEVEN MILE BEACH 7170",Ramada Resort By Wyndham Seven Mile Beach,-42.8526,147.511
Snug,267,1209,22.1,Franklin,Huon,Kingborough,"2208 Channel Hwy, SNUG 7054",Snug Primary School,-43.0664,147.255
South Arm,142,674,21.1,Franklin,Rumney,Clarence City,"32 Harmony Lane, SOUTH ARM 7022",South Arm Primary School,-43.0264,147.421
Southport,22,166,13.3,Franklin,Huon,Huon Valley,"8606 Huon Hwy, SOUTHPORT 7109",Southport Community Centre,-43.418985,146.95963799999998
Tranmere,279,2163,12.9,Franklin,Pembroke,Clarence City,"27 Tranmere Rd, HOWRAH 7018",Tranmere Hall,-42.8911,147.409
Warrane,221,1849,12.0,Franklin,Pembroke,Clarence City,"213 Cambridge Rd, WARRANE 7018",Warrane Primary School,-42.86115,147.38256
Woodbridge,164,506,32.4,Franklin,Huon,Kingborough,"3445 Channel Hwy, WOODBRIDGE 7162",Woodbridge Hall,-43.1601,147.239
Avoca,7,156,4.5,Lyons,McIntyre,Northern Midlands,"26-30 St Pauls St, AVOCA 7213",Avoca Primary School,-41.782233000000005,147.726685
Bagdad,39,749,5.2,Lyons,Prosser,Southern Midlands,"46 School Rd, BAGDAD 7030",Bagdad Primary School,-42.6249,147.223
Bicheno,101,591,17.1,Lyons,Prosser,Glamorgan-Spring Bay,"78 Burgess St, BICHENO 7215",Bicheno War Memorial Hall,-41.8743,148.3003
Bothwell,10,353,2.8,Lyons,Derwent,Central Highlands,"19 Alexander St, BOTHWELL 7030",Bothwell Council Chambers,-42.3819,147.006
Bracknell,22,468,4.7,Lyons,McIntyre,Meander Valley,"Louisa St, BRACKNELL 7302",Bracknell War Memorial Hall,-41.6512,146.943
Bridgewater,83,2107,3.9,Lyons,Derwent,Brighton,"25 Green Point Rd, BRIDGEWATER 7030",Brighton Civic Centre,-42.739164,147.243512
Brighton,132,2367,5.6,Lyons,Derwent,Brighton,"27 Downie St, BRIGHTON 7030",Brighton Primary School,-42.6991,147.258
Broadmarsh,16,243,6.6,Lyons,Prosser,Southern Midlands,"1218 Elderslie Rd, BROADMARSH 7030",Broadmarsh Hall,-42.6567,147.126
Campania,49,586,8.4,Lyons,Prosser,Southern Midlands,"45 Reeve St, CAMPANIA 7026",Campania Hall,-42.667109,147.421053
Campbell Town,36,714,5.0,Lyons,Prosser,Northern Midlands,"75 High St, CAMPBELL TOWN 7210",Campbell Town Town Hall,-41.926995,147.494438
Carlton,53,294,18.0,Lyons,Prosser,Sorell,"225-227 Carlton River Rd, CARLTON 7173",Salvation Army Carlton,-42.863898999999996,147.639051
Carrick,36,623,5.8,Lyons,McIntyre,Meander Valley,"29 Meander Valley Rd, CARRICK 7291",Carrick Public Hall,-41.530916999999995,147.011259
Chudleigh,28,269,10.4,Lyons,McIntyre,Meander Valley,"54 Sorell St, CHUDLEIGH 7304",Chudleigh Memorial Hall,-41.557239,146.481292
Claude Road,50,404,12.4,Lyons,Montgomery,Kentish,"787 Claude Rd, CLAUDE ROAD 7306",Claude Road Memorial Hall,-41.4343,146.275
Colebrook,12,165,7.3,Lyons,Prosser,Southern Midlands,"45 Richmond St, COLEBROOK 7027",Colebrook Memorial Hall,-42.533165000000004,147.362603
Coles Bay,32,152,21.1,Lyons,Prosser,Glamorgan-Spring Bay,"60 Harold St, COLES BAY 7215",Coles Bay Community Hall,-42.1249,148.286
Copping,39,219,17.8,Lyons,Prosser,Sorell,"69 Allanby St, COPPING 7174",Copping Hall,-42.819982,147.802747
Cressy,29,670,4.3,Lyons,McIntyre,Northern Midlands,"67 Main St, CRESSY 7302",Cressy Community Hall,-41.685476,147.080745
Deloraine,239,1870,12.8,Lyons,McIntyre,Meander Valley,"East Barrack St, DELORAINE 7304",Deloraine High School Hall,-41.52917,146.66111
Dodges Ferry,236,1372,17.2,Lyons,Prosser,Sorell,"532 Old Forcett Rd, DODGES FERRY 7173",Dodges Ferry Community Recreation Centre,-42.8485,147.624
Dromedary,29,371,7.8,Lyons,Derwent,Brighton,"14 Millvale Rd, DROMEDARY 7030",Dromedary (Millvale) Community Hall,-42.7282,147.179
Dunalley,57,331,17.2,Lyons,Prosser,Sorell,"5 Franklin St, DUNALLEY 7177",Dunalley Community Hall,-42.887008,147.812638
Elizabeth Town,23,339,6.8,Lyons,McIntyre,Meander Valley,"5816 Bass Hwy, ELIZABETH TOWN 7304",Elizabeth Town Fire Station,-41.461865,146.56381299999998
Epping Forest,6,149,4.0,Lyons,McIntyre,Northern Midlands,"13517 Midland Hwy, EPPING FOREST 7211",Epping Hall,-41.758076,147.349062
Evandale,85,906,9.4,Lyons,McIntyre,Northern Midlands,"5-11 Barclay St, EVANDALE 7212",Evandale Primary School,-41.5672,147.247
Fingal,8,283,2.8,Lyons,McIntyre,Break O'Day,"29 Talbot St, FINGAL 7214",Fingal Activity Centre (former Council Chambers),-41.638073999999996,147.970144
Forcett,47,407,11.5,Lyons,Prosser,Sorell,"699 Arthur Hwy, FORCETT 7173",Forcett Public Hall,-42.806209,147.63186299999998
Gagebrook,40,993,4.0,Lyons,Derwent,Brighton,"4 Tottenham Rd, GAGEBROOK 7030",Gagebrook Primary School,-42.7488,147.276
Glenora,20,321,6.2,Lyons,Derwent,Derwent Valley,"620 Gordon River Rd, GLENORA 7140",Glenora District High School,-42.6969,146.889
Granton,33,612,5.4,Lyons,Derwent,Derwent Valley,"1 Lyell Hwy, GRANTON 7030",Granton Memorial Hall,-42.7498,147.224
Hadspen,54,1212,4.5,Lyons,Launceston,Meander Valley,"47 Main St, HADSPEN 7290",Hadspen Uniting Church Centre,-41.5064,147.064
Hagley,19,302,6.3,Lyons,McIntyre,Meander Valley,"2508 Meander Valley Rd, HAGLEY 7292",Hagley Farm Primary School,-41.526508,146.903129
Kempton,12,361,3.3,Lyons,Prosser,Southern Midlands,"89 Main St, KEMPTON 7030",Kempton Memorial Hall,-42.531821,147.200647
Lachlan,55,459,12.0,Lyons,Derwent,Derwent Valley,"511 Lachlan Rd, LACHLAN 7140",Lachlan Community Hall,-42.8304,147.043
Longford,90,2109,4.3,Lyons,McIntyre,Northern Midlands,"53 Wellington St, LONGFORD 7301",Longford War Memorial Hall,-41.593140000000005,147.121997
Lower Barrington,35,568,6.2,Lyons,Montgomery,Kentish,"1027 Sheffield Rd, LOWER BARRINGTON 7306",Lower Barrington Public Hall,-41.291,146.291
Magra,18,579,3.1,Lyons,Derwent,Derwent Valley,"377 Back River Rd, MAGRA 7140",Magra CWA Building,-42.7559,147.054
Meander,32,246,13.0,Lyons,McIntyre,Meander Valley,"124 Main Rd, MEANDER 7304",Meander Hall,-41.65198,146.609993
Midway Point,114,1124,10.1,Lyons,Rumney,Sorell,"34 Raynors Rd, MIDWAY POINT 7171",Midway Point Community Hall,-42.7997,147.533
Miena,15,190,7.9,Lyons,Derwent,Central Highlands,"55-57 Cider Gum Rd, MIENA 7030",Miena Community Centre,-41.9937,146.708
Mole Creek,30,325,9.2,Lyons,McIntyre,Meander Valley,"4 Caveside Rd, MOLE CREEK 7304",Mole Creek Primary School,-41.557472,146.406501
Molesworth,42,324,13.0,Lyons,Derwent,Derwent Valley,"560 Molesworth Rd, MOLESWORTH 7140",Molesworth Community Hall,-42.80423,147.161093
New Norfolk,162,2090,7.8,Lyons,Derwent,Derwent Valley,"8 Pioneer Ave, NEW NORFOLK 7140",New Norfolk Primary School,-42.7793,147.064
New Norfolk North,48,1218,3.9,Lyons,Derwent,Derwent Valley,"211 Back River Rd, NEW NORFOLK 7140",Fairview Primary School,-42.774251,147.04917
Nubeena,129,675,19.1,Lyons,Prosser,Tasman,"21 Clarke St, NUBEENA 7184",Tasman Civic Centre,-43.099706,147.744677
Oatlands,34,674,5.0,Lyons,Prosser,Southern Midlands,"27 Church St, OATLANDS 7120",Oatlands District High School,-42.301505999999996,147.37182099999998
Old Beach,147,1671,8.8,Lyons,Rumney,Brighton,"86 Jetty Rd, OLD BEACH 7017",Old Beach Community Centre,-42.77427,147.26576
Orford,37,445,8.3,Lyons,Prosser,Glamorgan-Spring Bay,"35 Charles st, ORFORD 7190",Orford Primary School,-42.563502,147.87386
Ouse,12,295,4.1,Lyons,Derwent,Central Highlands,"6947 Lyell Hwy, OUSE 7140",Ouse Online Centre,-42.485288,146.711018
Perth,97,1833,5.3,Lyons,McIntyre,Northern Midlands,"173 Fairtlough St, PERTH 7300",Perth Community Centre,-41.5725,147.173
Pontville,37,714,5.2,Lyons,Prosser,Brighton,"371 Brighton Rd, PONTVILLE 7030",Pontville Old Council Chambers,-42.683895,147.265554
Primrose Sands,41,465,8.8,Lyons,Prosser,Sorell,"570 Primrose Sands Rd, PRIMROSE SANDS 7173",Primrose Sands Community Hall,-42.892403,147.671829
Prospect (Lyons),96,1430,6.7,Lyons,Rosevears,Launceston City,"282 Westbury Rd, PROSPECT 7250",St Patrick's College,-41.472,147.126
Prospect Vale,76,1139,6.7,Lyons,Launceston,Meander Valley,"12 Casino Rise, PROSPECT VALE 7250",Residential Retirement Village Clubrooms,-41.4782,147.11
Railton,30,696,4.3,Lyons,McIntyre,Kentish,"94 Foster St, RAILTON 7305",Sheffield School - Railton Campus,-41.3526,146.414
Richmond,107,875,12.2,Lyons,Rumney,Clarence City,"Commercial Rd, RICHMOND 7025",Richmond Primary School,-42.739282,147.437988
Ross,20,295,6.8,Lyons,Prosser,Northern Midlands,"12 Bridge St, ROSS 7209",Ross Town Hall,-42.031409000000004,147.492498
Scamander,61,433,14.1,Lyons,McIntyre,Break O'Day,"1 Old Coach Rd, SCAMANDER 7215",Scamander Sports Complex,-41.454218,148.26009
Sheffield,71,999,7.1,Lyons,Montgomery,Kentish,"12 Henry St, SHEFFIELD 7306",Sheffield School,-41.380689000000004,146.33031599999998
Sorell,134,1654,8.1,Lyons,Prosser,Sorell,"47 Cole St, SORELL 7172",Sorell Memorial Hall,-42.780612,147.560628
Sorell South,20,182,11.0,Lyons,Prosser,Sorell,"41 Gordon St, SORELL 7172",Sorell School,-42.7859,147.561
St Helens,111,919,12.1,Lyons,McIntyre,Break O'Day,"39 Cecilia St, ST HELENS 7216",St Helens Memorial Hall,-41.322629,148.249351
St Marys,72,525,13.7,Lyons,McIntyre,Break O'Day,"23 Main St, ST MARYS 7215",St Marys Community Hall,-41.579691,148.18531000000002
Summerhill (Lyons),25,406,6.2,Lyons,Rosevears,Launceston City,"87 Stanley St, SUMMERHILL 7250",Summerhill Baptist Church,-41.465798,147.12723799999998
Swansea,71,715,9.9,Lyons,Prosser,Glamorgan-Spring Bay,"12 Franklin St, SWANSEA 7190",Swansea Town Hall,-42.1245,148.077
Taranna,70,368,19.0,Lyons,Prosser,Tasman,"Gourlay Rd, TARANNA 7180",Tasman Peninsula Community Centre,-43.037984,147.867522
Tea Tree,23,249,9.2,Lyons,Prosser,Brighton,"Briar Banks Rd, TEA TREE 7017",Tea Tree Community Hall,-42.689533000000004,147.323592
Triabunna,23,656,3.5,Lyons,Prosser,Glamorgan-Spring Bay,"3 Vicary St, TRIABUNNA 7190",Triabunna Hall,-42.50822,147.91038400000002
Tunnack,8,263,3.0,Lyons,Prosser,Southern Midlands,"2147 Tunnack Rd, TUNNACK 7120",Tunnack Public Hall,-42.456521,147.461779
Westbury,100,1260,7.9,Lyons,McIntyre,Meander Valley,"26 Lyall St, WESTBURY 7303",Westbury Town Hall,-41.528106,146.83102
Westerway,42,434,9.7,Lyons,Derwent,Derwent Valley,"1619 Gordon River Rd, WESTERWAY 7140",Westerway Primary School,-42.6775,146.787
Wilmot,23,217,10.6,Lyons,Montgomery,Kentish,"53 Main St, WILMOT 7310",Wilmot Memorial Hall,-41.3864,146.175
